regel_id,factuur_id,product_id,omschrijving,aantal,eenheidsprijs,btw_tarief,bedrag_excl_btw,bedrag_btw
3724,1066,1,Advies en consultancy,10.0,95.0,0.21,950.0,199.5
3725,1066,5,Behangen,19.9,22.0,0.21,437.8,91.94
3726,1067,4,Uitvoering schilderwerk binnen,18.0,14.0,0.21,252.0,52.92
3727,1067,22,Schuurpapier (set),17.5,12.0,0.21,210.0,44.1
3728,1067,12,Lakken kozijnen,16.5,45.0,0.21,742.5,155.92
3729,1067,30,Omzetbelasting correctie,15.8,0.0,0.09,0.0,0.0
3730,1068,7,Houtrot herstel,12.0,75.0,0.21,900.0,189.0
3731,1068,10,Dakgoot behandeling,17.8,12.0,0.21,213.6,44.86
3732,1068,2,Projectbegeleiding,10.8,85.0,0.21,918.0,192.78
3733,1068,12,Lakken kozijnen,6.2,45.0,0.21,279.0,58.59
3734,1068,27,Steiger huur (dag),18.6,85.0,0.21,1581.0,332.01
3735,1069,19,Kleine reparaties,4.3,65.0,0.21,279.5,58.7
3736,1070,15,Tuinaanleg,9.3,25.0,0.21,232.5,48.82
3737,1070,6,Stucwerk,3.6,35.0,0.21,126.0,26.46
3738,1071,18,APK-keuring begeleiding,4.9,35.0,0.21,171.5,36.02
3739,1072,6,Stucwerk,18.2,35.0,0.21,637.0,133.77
3740,1073,3,Uitvoering schilderwerk buiten,13.9,18.5,0.21,-257.15,-54.0
3741,1073,1,Advies en consultancy,9.0,95.0,0.21,-855.0,-179.55
3742,1073,19,Kleine reparaties,6.6,65.0,0.21,-429.0,-90.09
3743,1073,28,Hoogwerker huur (dag),18.4,180.0,0.21,-3312.0,-695.52
3744,1074,8,Schuurwerk en voorbereiding,15.8,55.0,0.21,869.0,182.49
3745,1074,22,Schuurpapier (set),5.1,12.0,0.21,61.2,12.85
3746,1074,4,Uitvoering schilderwerk binnen,19.9,14.0,0.21,278.6,58.51
3747,1074,27,Steiger huur (dag),13.2,85.0,0.21,1122.0,235.62
3748,1075,14,Snoeien en onderhoud,16.9,60.0,0.21,1014.0,212.94
3749,1075,24,Afplakfolie (m²),9.1,2.5,0.21,22.75,4.78
3750,1075,15,Tuinaanleg,17.3,25.0,0.21,432.5,90.83
3751,1075,21,Materiaal grondverf (liter),1.9,6.0,0.21,11.4,2.39
3752,1075,14,Snoeien en onderhoud,9.0,60.0,0.21,540.0,113.4
3753,1076,22,Schuurpapier (set),17.6,12.0,0.21,211.2,44.35
3754,1077,13,Kleuradvies,1.3,65.0,0.21,84.5,17.75
3755,1077,3,Uitvoering schilderwerk buiten,13.2,18.5,0.21,244.2,51.28
3756,1078,5,Behangen,3.5,22.0,0.21,77.0,16.17
3757,1078,7,Houtrot herstel,12.2,75.0,0.21,915.0,192.15
3758,1078,20,Materiaal verf (liter),3.5,8.5,0.21,29.75,6.25
3759,1079,15,Tuinaanleg,13.8,25.0,0.21,345.0,72.45
3760,1079,2,Projectbegeleiding,4.1,85.0,0.21,348.5,73.19
3761,1079,4,Uitvoering schilderwerk binnen,13.5,14.0,0.21,189.0,39.69
3762,1080,2,Projectbegeleiding,5.3,85.0,0.21,450.5,94.6
3763,1080,13,Kleuradvies,4.6,65.0,0.21,299.0,62.79
3764,1080,8,Schuurwerk en voorbereiding,12.1,55.0,0.21,665.5,139.75
3765,1080,13,Kleuradvies,14.5,65.0,0.21,942.5,197.92
3766,1081,26,Kitten en afdichtmiddel (stuk),13.7,9.0,0.21,123.3,25.89
3767,1081,15,Tuinaanleg,7.3,25.0,0.21,182.5,38.32
3768,1081,23,Kwasten en rollers (set),12.9,18.0,0.21,232.2,48.76
3769,1081,29,Cursus veiligheid op hoogte,12.2,250.0,0.21,3050.0,640.5
3770,1081,18,APK-keuring begeleiding,5.7,35.0,0.21,199.5,41.89
3771,1081,22,Schuurpapier (set),10.6,12.0,0.21,127.2,26.71
3772,1082,22,Schuurpapier (set),12.2,12.0,0.21,146.4,30.74
3773,1082,17,Autodetailing,7.5,120.0,0.21,900.0,189.0
3774,1083,22,Schuurpapier (set),14.4,12.0,0.21,172.8,36.29
3775,1083,16,Bestrating,12.2,40.0,0.21,488.0,102.48
3776,1083,10,Dakgoot behandeling,8.8,12.0,0.21,105.6,22.18
3777,1083,15,Tuinaanleg,13.3,25.0,0.21,332.5,69.83
3778,1083,17,Autodetailing,13.6,120.0,0.21,1632.0,342.72
3779,1083,3,Uitvoering schilderwerk buiten,10.9,18.5,0.21,201.65,42.35
3780,1084,11,Grondverf aanbrengen,12.7,6.5,0.21,82.55,17.34
3781,1084,10,Dakgoot behandeling,15.8,12.0,0.21,189.6,39.82
3782,1084,11,Grondverf aanbrengen,19.6,6.5,0.21,127.4,26.75
3783,1084,19,Kleine reparaties,3.6,65.0,0.21,234.0,49.14
3784,1084,3,Uitvoering schilderwerk buiten,3.2,18.5,0.21,59.2,12.43
3785,1085,7,Houtrot herstel,10.4,75.0,0.21,780.0,163.8
3786,1085,19,Kleine reparaties,9.0,65.0,0.21,585.0,122.85
3787,1085,13,Kleuradvies,13.8,65.0,0.21,897.0,188.37
3788,1085,17,Autodetailing,18.4,120.0,0.21,2208.0,463.68
3789,1086,21,Materiaal grondverf (liter),13.0,6.0,0.21,78.0,16.38
3790,1086,26,Kitten en afdichtmiddel (stuk),17.4,9.0,0.21,156.6,32.89
3791,1086,5,Behangen,1.4,22.0,0.21,30.8,6.47
3792,1086,18,APK-keuring begeleiding,14.6,35.0,0.21,511.0,107.31
3793,1086,4,Uitvoering schilderwerk binnen,1.4,14.0,0.21,19.6,4.12
3794,1087,11,Grondverf aanbrengen,2.6,6.5,0.21,16.9,3.55
3795,1087,16,Bestrating,7.1,40.0,0.21,284.0,59.64
3796,1088,17,Autodetailing,1.2,120.0,0.21,144.0,30.24
3797,1088,23,Kwasten en rollers (set),6.0,18.0,0.21,108.0,22.68
3798,1088,12,Lakken kozijnen,10.8,45.0,0.21,486.0,102.06
3799,1088,16,Bestrating,18.1,40.0,0.21,724.0,152.04
3800,1088,9,Gevelreiniging,4.0,8.0,0.21,32.0,6.72
3801,1088,6,Stucwerk,10.2,35.0,0.21,357.0,74.97
3802,1089,10,Dakgoot behandeling,16.5,12.0,0.21,198.0,41.58
3803,1089,7,Houtrot herstel,17.2,75.0,0.21,1290.0,270.9
3804,1089,12,Lakken kozijnen,3.2,45.0,0.21,144.0,30.24
3805,1089,4,Uitvoering schilderwerk binnen,12.1,14.0,0.21,169.4,35.57
3806,1089,5,Behangen,15.1,22.0,0.21,332.2,69.76
3807,1090,15,Tuinaanleg,8.1,25.0,0.21,202.5,42.52
3808,1090,15,Tuinaanleg,13.9,25.0,0.21,347.5,72.97
3809,1090,16,Bestrating,9.4,40.0,0.21,376.0,78.96
3810,1090,9,Gevelreiniging,18.2,8.0,0.21,145.6,30.58
3811,1091,3,Uitvoering schilderwerk buiten,1.2,18.5,0.21,22.2,4.66
3812,1091,23,Kwasten en rollers (set),13.3,18.0,0.21,239.4,50.27
3813,1091,15,Tuinaanleg,12.4,25.0,0.21,310.0,65.1
3814,1091,9,Gevelreiniging,1.0,8.0,0.21,8.0,1.68
3815,1091,30,Omzetbelasting correctie,10.1,0.0,0.09,0.0,0.0
3816,1091,21,Materiaal grondverf (liter),18.0,6.0,0.21,108.0,22.68
3817,1092,2,Projectbegeleiding,10.1,85.0,0.21,858.5,180.28
3818,1092,9,Gevelreiniging,19.9,8.0,0.21,159.2,33.43
3819,1092,13,Kleuradvies,17.9,65.0,0.21,1163.5,244.33
3820,1092,14,Snoeien en onderhoud,12.5,60.0,0.21,750.0,157.5
3821,1092,16,Bestrating,16.8,40.0,0.21,672.0,141.12
3822,1093,13,Kleuradvies,9.0,65.0,0.21,585.0,122.85
3823,1093,22,Schuurpapier (set),16.4,12.0,0.21,196.8,41.33
3824,1093,26,Kitten en afdichtmiddel (stuk),19.8,9.0,0.21,178.2,37.42
3825,1094,12,Lakken kozijnen,14.6,45.0,0.21,657.0,137.97
3826,1094,29,Cursus veiligheid op hoogte,7.9,250.0,0.21,1975.0,414.75
3827,1094,18,APK-keuring begeleiding,9.5,35.0,0.21,332.5,69.83
3828,1094,24,Afplakfolie (m²),17.9,2.5,0.21,44.75,9.4
3829,1094,16,Bestrating,4.9,40.0,0.21,196.0,41.16
3830,1095,20,Materiaal verf (liter),6.7,8.5,0.21,56.95,11.96
3831,1095,15,Tuinaanleg,17.0,25.0,0.21,425.0,89.25
3832,1095,9,Gevelreiniging,19.0,8.0,0.21,152.0,31.92
3833,1095,14,Snoeien en onderhoud,15.2,60.0,0.21,912.0,191.52
3834,1095,3,Uitvoering schilderwerk buiten,4.5,18.5,0.21,83.25,17.48
3835,1095,13,Kleuradvies,2.7,65.0,0.21,175.5,36.85
3836,1096,6,Stucwerk,17.4,35.0,0.21,609.0,127.89
3837,1096,30,Omzetbelasting correctie,9.4,0.0,0.09,0.0,0.0
3838,1096,13,Kleuradvies,14.3,65.0,0.21,929.5,195.19
3839,1096,9,Gevelreiniging,5.2,8.0,0.21,41.6,8.74
3840,1097,29,Cursus veiligheid op hoogte,19.9,250.0,0.21,4975.0,1044.75
3841,1097,7,Houtrot herstel,20.0,75.0,0.21,1500.0,315.0
3842,1097,2,Projectbegeleiding,13.4,85.0,0.21,1139.0,239.19
3843,1097,7,Houtrot herstel,8.4,75.0,0.21,630.0,132.3
3844,1098,28,Hoogwerker huur (dag),15.1,180.0,0.21,2718.0,570.78
3845,1098,26,Kitten en afdichtmiddel (stuk),14.5,9.0,0.21,130.5,27.4
3846,1098,21,Materiaal grondverf (liter),2.1,6.0,0.21,12.6,2.65
3847,1098,10,Dakgoot behandeling,16.9,12.0,0.21,202.8,42.59
3848,1099,21,Materiaal grondverf (liter),19.9,6.0,0.21,119.4,25.07
3849,1099,21,Materiaal grondverf (liter),5.7,6.0,0.21,34.2,7.18
3850,1099,14,Snoeien en onderhoud,7.9,60.0,0.21,474.0,99.54
3851,1099,6,Stucwerk,10.2,35.0,0.21,357.0,74.97
3852,1099,21,Materiaal grondverf (liter),17.8,6.0,0.21,106.8,22.43
3853,1099,25,Houtbeschermingsproduct (liter),16.2,14.0,0.21,226.8,47.63
3854,1100,17,Autodetailing,12.3,120.0,0.21,1476.0,309.96
3855,1100,23,Kwasten en rollers (set),15.6,18.0,0.21,280.8,58.97
3856,1100,16,Bestrating,2.7,40.0,0.21,108.0,22.68
3857,1101,1,Advies en consultancy,1.9,95.0,0.21,180.5,37.91
3858,1101,5,Behangen,11.9,22.0,0.21,261.8,54.98
3859,1101,7,Houtrot herstel,15.7,75.0,0.21,1177.5,247.27
3860,1101,27,Steiger huur (dag),3.0,85.0,0.21,255.0,53.55
3861,1102,1,Advies en consultancy,4.0,95.0,0.21,380.0,79.8
3862,1102,8,Schuurwerk en voorbereiding,9.3,55.0,0.21,511.5,107.41
3863,1102,18,APK-keuring begeleiding,17.0,35.0,0.21,595.0,124.95
3864,1102,10,Dakgoot behandeling,2.4,12.0,0.21,28.8,6.05
3865,1103,24,Afplakfolie (m²),12.2,2.5,0.21,30.5,6.4
3866,1104,23,Kwasten en rollers (set),8.0,18.0,0.21,144.0,30.24
3867,1104,29,Cursus veiligheid op hoogte,3.5,250.0,0.21,875.0,183.75
3868,1105,25,Houtbeschermingsproduct (liter),3.8,14.0,0.21,53.2,11.17
3869,1105,25,Houtbeschermingsproduct (liter),17.5,14.0,0.21,245.0,51.45
3870,1106,12,Lakken kozijnen,14.8,45.0,0.21,666.0,139.86
3871,1107,16,Bestrating,6.1,40.0,0.21,244.0,51.24
3872,1107,9,Gevelreiniging,13.8,8.0,0.21,110.4,23.18
3873,1107,11,Grondverf aanbrengen,1.6,6.5,0.21,10.4,2.18
3874,1107,22,Schuurpapier (set),3.9,12.0,0.21,46.8,9.83
3875,1107,17,Autodetailing,5.7,120.0,0.21,684.0,143.64
3876,1107,25,Houtbeschermingsproduct (liter),1.2,14.0,0.21,16.8,3.53
3877,1108,30,Omzetbelasting correctie,11.3,0.0,0.09,0.0,0.0
3878,1109,4,Uitvoering schilderwerk binnen,13.4,14.0,0.21,187.6,39.4
3879,1109,11,Grondverf aanbrengen,11.1,6.5,0.21,72.15,15.15
3880,1109,4,Uitvoering schilderwerk binnen,1.0,14.0,0.21,14.0,2.94
3881,1109,29,Cursus veiligheid op hoogte,13.2,250.0,0.21,3300.0,693.0
3882,1109,29,Cursus veiligheid op hoogte,13.9,250.0,0.21,3475.0,729.75
3883,1110,18,APK-keuring begeleiding,16.4,35.0,0.21,574.0,120.54
3884,1110,24,Afplakfolie (m²),11.4,2.5,0.21,28.5,5.98
3885,1110,14,Snoeien en onderhoud,8.2,60.0,0.21,492.0,103.32
3886,1110,27,Steiger huur (dag),8.3,85.0,0.21,705.5,148.16
3887,1111,9,Gevelreiniging,15.1,8.0,0.21,120.8,25.37
3888,1111,14,Snoeien en onderhoud,19.5,60.0,0.21,1170.0,245.7
3889,1111,7,Houtrot herstel,19.1,75.0,0.21,1432.5,300.82
3890,1111,19,Kleine reparaties,18.0,65.0,0.21,1170.0,245.7
3891,1112,7,Houtrot herstel,10.2,75.0,0.21,765.0,160.65
3892,1112,7,Houtrot herstel,11.4,75.0,0.21,855.0,179.55
3893,1113,11,Grondverf aanbrengen,18.3,6.5,0.21,118.95,24.98
3894,1114,19,Kleine reparaties,9.1,65.0,0.21,591.5,124.21
3895,1114,20,Materiaal verf (liter),2.4,8.5,0.21,20.4,4.28
3896,1114,12,Lakken kozijnen,19.0,45.0,0.21,855.0,179.55
3897,1114,16,Bestrating,9.6,40.0,0.21,384.0,80.64
3898,1114,14,Snoeien en onderhoud,8.2,60.0,0.21,492.0,103.32
3899,1114,19,Kleine reparaties,11.1,65.0,0.21,721.5,151.51
3900,1115,24,Afplakfolie (m²),5.4,2.5,0.21,13.5,2.83
3901,1115,14,Snoeien en onderhoud,7.9,60.0,0.21,474.0,99.54
3902,1115,20,Materiaal verf (liter),9.4,8.5,0.21,79.9,16.78
3903,1115,17,Autodetailing,11.0,120.0,0.21,1320.0,277.2
3904,1116,4,Uitvoering schilderwerk binnen,5.7,14.0,0.21,79.8,16.76
3905,1116,26,Kitten en afdichtmiddel (stuk),13.0,9.0,0.21,117.0,24.57
3906,1116,18,APK-keuring begeleiding,5.8,35.0,0.21,203.0,42.63
3907,1116,9,Gevelreiniging,6.0,8.0,0.21,48.0,10.08
3908,1117,16,Bestrating,5.8,40.0,0.21,232.0,48.72
3909,1117,16,Bestrating,10.2,40.0,0.21,408.0,85.68
3910,1117,8,Schuurwerk en voorbereiding,9.3,55.0,0.21,511.5,107.41
3911,1118,26,Kitten en afdichtmiddel (stuk),17.3,9.0,0.21,155.7,32.7
3912,1119,5,Behangen,14.9,22.0,0.21,327.8,68.84
3913,1119,27,Steiger huur (dag),12.3,85.0,0.21,1045.5,219.55
3914,1120,8,Schuurwerk en voorbereiding,8.2,55.0,0.21,-451.0,-94.71
3915,1120,18,APK-keuring begeleiding,7.9,35.0,0.21,-276.5,-58.06
3916,1120,2,Projectbegeleiding,7.1,85.0,0.21,-603.5,-126.73
3917,1120,19,Kleine reparaties,2.3,65.0,0.21,-149.5,-31.39
3918,1121,28,Hoogwerker huur (dag),13.5,180.0,0.21,2430.0,510.3
3919,1121,28,Hoogwerker huur (dag),9.9,180.0,0.21,1782.0,374.22
3920,1122,25,Houtbeschermingsproduct (liter),19.6,14.0,0.21,274.4,57.62
3921,1123,30,Omzetbelasting correctie,18.2,0.0,0.09,0.0,0.0
3922,1123,19,Kleine reparaties,13.7,65.0,0.21,890.5,187.0
3923,1123,1,Advies en consultancy,11.8,95.0,0.21,1121.0,235.41
3924,1124,17,Autodetailing,10.3,120.0,0.21,1236.0,259.56
3925,1125,15,Tuinaanleg,17.2,25.0,0.21,430.0,90.3
3926,1125,14,Snoeien en onderhoud,5.7,60.0,0.21,342.0,71.82
3927,1126,28,Hoogwerker huur (dag),8.3,180.0,0.21,1494.0,313.74
3928,1126,1,Advies en consultancy,11.8,95.0,0.21,1121.0,235.41
3929,1126,22,Schuurpapier (set),11.8,12.0,0.21,141.6,29.74
3930,1126,16,Bestrating,10.6,40.0,0.21,424.0,89.04
3931,1127,23,Kwasten en rollers (set),3.7,18.0,0.21,66.6,13.99
3932,1127,13,Kleuradvies,4.0,65.0,0.21,260.0,54.6
3933,1127,20,Materiaal verf (liter),18.0,8.5,0.21,153.0,32.13
3934,1127,24,Afplakfolie (m²),19.8,2.5,0.21,49.5,10.39
3935,1128,12,Lakken kozijnen,3.8,45.0,0.21,171.0,35.91
3936,1128,17,Autodetailing,4.0,120.0,0.21,480.0,100.8
3937,1128,10,Dakgoot behandeling,8.3,12.0,0.21,99.6,20.92
3938,1128,1,Advies en consultancy,7.3,95.0,0.21,693.5,145.63
3939,1129,19,Kleine reparaties,11.5,65.0,0.21,747.5,156.97
3940,1129,25,Houtbeschermingsproduct (liter),19.2,14.0,0.21,268.8,56.45
3941,1130,23,Kwasten en rollers (set),17.7,18.0,0.21,318.6,66.91
3942,1131,23,Kwasten en rollers (set),7.0,18.0,0.21,126.0,26.46
3943,1131,7,Houtrot herstel,14.1,75.0,0.21,1057.5,222.07
3944,1131,26,Kitten en afdichtmiddel (stuk),1.0,9.0,0.21,9.0,1.89
3945,1132,7,Houtrot herstel,17.5,75.0,0.21,1312.5,275.62
3946,1132,12,Lakken kozijnen,1.6,45.0,0.21,72.0,15.12
3947,1132,15,Tuinaanleg,15.1,25.0,0.21,377.5,79.27
3948,1132,1,Advies en consultancy,7.6,95.0,0.21,722.0,151.62
3949,1132,26,Kitten en afdichtmiddel (stuk),4.6,9.0,0.21,41.4,8.69
3950,1133,13,Kleuradvies,11.4,65.0,0.21,741.0,155.61
3951,1133,18,APK-keuring begeleiding,9.5,35.0,0.21,332.5,69.83
3952,1133,1,Advies en consultancy,16.7,95.0,0.21,1586.5,333.16
3953,1134,4,Uitvoering schilderwerk binnen,6.5,14.0,0.21,91.0,19.11
3954,1134,24,Afplakfolie (m²),11.9,2.5,0.21,29.75,6.25
3955,1135,23,Kwasten en rollers (set),4.7,18.0,0.21,84.6,17.77
3956,1135,2,Projectbegeleiding,16.7,85.0,0.21,1419.5,298.09
3957,1135,17,Autodetailing,8.1,120.0,0.21,972.0,204.12
3958,1135,7,Houtrot herstel,1.6,75.0,0.21,120.0,25.2
3959,1136,18,APK-keuring begeleiding,8.5,35.0,0.21,297.5,62.47
3960,1136,11,Grondverf aanbrengen,13.7,6.5,0.21,89.05,18.7
3961,1137,26,Kitten en afdichtmiddel (stuk),5.6,9.0,0.21,50.4,10.58
3962,1137,30,Omzetbelasting correctie,15.3,0.0,0.09,0.0,0.0
3963,1137,11,Grondverf aanbrengen,6.5,6.5,0.21,42.25,8.87
3964,1137,26,Kitten en afdichtmiddel (stuk),1.1,9.0,0.21,9.9,2.08
3965,1138,2,Projectbegeleiding,4.4,85.0,0.21,374.0,78.54
3966,1138,23,Kwasten en rollers (set),16.7,18.0,0.21,300.6,63.13
3967,1138,24,Afplakfolie (m²),11.1,2.5,0.21,27.75,5.83
3968,1139,17,Autodetailing,9.5,120.0,0.21,1140.0,239.4
3969,1139,7,Houtrot herstel,7.5,75.0,0.21,562.5,118.12
3970,1139,17,Autodetailing,6.5,120.0,0.21,780.0,163.8
3971,1140,26,Kitten en afdichtmiddel (stuk),6.4,9.0,0.21,-57.6,-12.1
3972,1141,8,Schuurwerk en voorbereiding,3.2,55.0,0.21,176.0,36.96
3973,1141,13,Kleuradvies,1.3,65.0,0.21,84.5,17.75
3974,1141,22,Schuurpapier (set),3.3,12.0,0.21,39.6,8.32
3975,1141,25,Houtbeschermingsproduct (liter),13.9,14.0,0.21,194.6,40.87
3976,1141,4,Uitvoering schilderwerk binnen,2.6,14.0,0.21,36.4,7.64
3977,1142,22,Schuurpapier (set),13.4,12.0,0.21,160.8,33.77
3978,1142,2,Projectbegeleiding,1.8,85.0,0.21,153.0,32.13
3979,1142,28,Hoogwerker huur (dag),16.8,180.0,0.21,3024.0,635.04
3980,1142,11,Grondverf aanbrengen,11.5,6.5,0.21,74.75,15.7
3981,1143,20,Materiaal verf (liter),14.0,8.5,0.21,119.0,24.99
3982,1143,30,Omzetbelasting correctie,13.4,0.0,0.09,0.0,0.0
3983,1143,10,Dakgoot behandeling,12.5,12.0,0.21,150.0,31.5
3984,1143,10,Dakgoot behandeling,12.9,12.0,0.21,154.8,32.51
3985,1143,11,Grondverf aanbrengen,9.3,6.5,0.21,60.45,12.69
3986,1144,13,Kleuradvies,6.6,65.0,0.21,429.0,90.09
3987,1144,5,Behangen,17.5,22.0,0.21,385.0,80.85
3988,1145,3,Uitvoering schilderwerk buiten,15.9,18.5,0.21,294.15,61.77
3989,1145,25,Houtbeschermingsproduct (liter),6.6,14.0,0.21,92.4,19.4
3990,1145,21,Materiaal grondverf (liter),13.7,6.0,0.21,82.2,17.26
3991,1146,24,Afplakfolie (m²),1.7,2.5,0.21,4.25,0.89
3992,1147,18,APK-keuring begeleiding,17.5,35.0,0.21,612.5,128.62
3993,1147,18,APK-keuring begeleiding,16.2,35.0,0.21,567.0,119.07
3994,1147,14,Snoeien en onderhoud,10.4,60.0,0.21,624.0,131.04
3995,1147,6,Stucwerk,17.0,35.0,0.21,595.0,124.95
3996,1147,4,Uitvoering schilderwerk binnen,6.7,14.0,0.21,93.8,19.7
3997,1147,22,Schuurpapier (set),11.9,12.0,0.21,142.8,29.99
3998,1148,27,Steiger huur (dag),1.3,85.0,0.21,110.5,23.2
3999,1148,19,Kleine reparaties,10.5,65.0,0.21,682.5,143.32
4000,1148,4,Uitvoering schilderwerk binnen,17.9,14.0,0.21,250.6,52.63
4001,1148,14,Snoeien en onderhoud,19.2,60.0,0.21,1152.0,241.92
4002,1149,4,Uitvoering schilderwerk binnen,13.9,14.0,0.21,194.6,40.87
4003,1149,18,APK-keuring begeleiding,2.8,35.0,0.21,98.0,20.58
4004,1149,2,Projectbegeleiding,2.9,85.0,0.21,246.5,51.77
4005,1149,9,Gevelreiniging,7.2,8.0,0.21,57.6,12.1
4006,1149,30,Omzetbelasting correctie,8.8,0.0,0.09,0.0,0.0
4007,1150,14,Snoeien en onderhoud,3.1,60.0,0.21,186.0,39.06
4008,1150,15,Tuinaanleg,8.6,25.0,0.21,215.0,45.15
4009,1151,16,Bestrating,6.3,40.0,0.21,252.0,52.92
4010,1151,2,Projectbegeleiding,11.6,85.0,0.21,986.0,207.06
4011,1151,21,Materiaal grondverf (liter),11.7,6.0,0.21,70.2,14.74
4012,1152,25,Houtbeschermingsproduct (liter),7.4,14.0,0.21,103.6,21.76
4013,1153,9,Gevelreiniging,16.9,8.0,0.21,135.2,28.39
4014,1154,6,Stucwerk,9.2,35.0,0.21,322.0,67.62
4015,1154,10,Dakgoot behandeling,19.4,12.0,0.21,232.8,48.89
4016,1154,22,Schuurpapier (set),13.5,12.0,0.21,162.0,34.02
4017,1155,22,Schuurpapier (set),16.9,12.0,0.21,202.8,42.59
4018,1155,26,Kitten en afdichtmiddel (stuk),17.8,9.0,0.21,160.2,33.64
4019,1155,27,Steiger huur (dag),5.2,85.0,0.21,442.0,92.82
4020,1155,24,Afplakfolie (m²),16.5,2.5,0.21,41.25,8.66
4021,1155,18,APK-keuring begeleiding,1.8,35.0,0.21,63.0,13.23
4022,1155,20,Materiaal verf (liter),10.6,8.5,0.21,90.1,18.92
4023,1156,8,Schuurwerk en voorbereiding,12.3,55.0,0.21,676.5,142.06
4024,1156,30,Omzetbelasting correctie,7.2,0.0,0.09,0.0,0.0
4025,1156,6,Stucwerk,6.9,35.0,0.21,241.5,50.71
4026,1156,6,Stucwerk,16.5,35.0,0.21,577.5,121.27
4027,1157,26,Kitten en afdichtmiddel (stuk),4.2,9.0,0.21,37.8,7.94
4028,1158,18,APK-keuring begeleiding,4.8,35.0,0.21,168.0,35.28
4029,1159,12,Lakken kozijnen,7.5,45.0,0.21,337.5,70.88
4030,1159,27,Steiger huur (dag),1.2,85.0,0.21,102.0,21.42
4031,1159,22,Schuurpapier (set),7.7,12.0,0.21,92.4,19.4
4032,1159,30,Omzetbelasting correctie,3.5,0.0,0.09,0.0,0.0
4033,1159,21,Materiaal grondverf (liter),7.9,6.0,0.21,47.4,9.95
4034,1159,5,Behangen,17.5,22.0,0.21,385.0,80.85
4035,1160,29,Cursus veiligheid op hoogte,6.2,250.0,0.21,1550.0,325.5
4036,1160,29,Cursus veiligheid op hoogte,11.0,250.0,0.21,2750.0,577.5
4037,1160,6,Stucwerk,14.2,35.0,0.21,497.0,104.37
4038,1160,15,Tuinaanleg,4.0,25.0,0.21,100.0,21.0
4039,1160,3,Uitvoering schilderwerk buiten,3.9,18.5,0.21,72.15,15.15
4040,1161,26,Kitten en afdichtmiddel (stuk),5.7,9.0,0.21,51.3,10.77
4041,1161,14,Snoeien en onderhoud,9.9,60.0,0.21,594.0,124.74
4042,1161,15,Tuinaanleg,5.7,25.0,0.21,142.5,29.92
4043,1161,5,Behangen,17.7,22.0,0.21,389.4,81.77
4044,1161,5,Behangen,9.5,22.0,0.21,209.0,43.89
4045,1161,30,Omzetbelasting correctie,14.7,0.0,0.09,0.0,0.0
4046,1162,21,Materiaal grondverf (liter),17.0,6.0,0.21,102.0,21.42
4047,1162,25,Houtbeschermingsproduct (liter),8.3,14.0,0.21,116.2,24.4
4048,1162,15,Tuinaanleg,13.2,25.0,0.21,330.0,69.3
4049,1162,15,Tuinaanleg,15.3,25.0,0.21,382.5,80.33
4050,1162,19,Kleine reparaties,14.0,65.0,0.21,910.0,191.1
4051,1163,14,Snoeien en onderhoud,10.3,60.0,0.21,618.0,129.78
4052,1163,21,Materiaal grondverf (liter),17.8,6.0,0.21,106.8,22.43
4053,1164,11,Grondverf aanbrengen,5.4,6.5,0.21,35.1,7.37
4054,1164,21,Materiaal grondverf (liter),9.0,6.0,0.21,54.0,11.34
4055,1164,15,Tuinaanleg,13.3,25.0,0.21,332.5,69.83
4056,1164,7,Houtrot herstel,15.5,75.0,0.21,1162.5,244.12
4057,1164,2,Projectbegeleiding,4.6,85.0,0.21,391.0,82.11
4058,1164,13,Kleuradvies,3.3,65.0,0.21,214.5,45.05
4059,1165,30,Omzetbelasting correctie,4.9,0.0,0.09,0.0,0.0
4060,1166,1,Advies en consultancy,3.0,95.0,0.21,285.0,59.85
4061,1166,13,Kleuradvies,6.3,65.0,0.21,409.5,85.99
4062,1166,27,Steiger huur (dag),1.2,85.0,0.21,102.0,21.42
4063,1166,8,Schuurwerk en voorbereiding,9.0,55.0,0.21,495.0,103.95
4064,1166,18,APK-keuring begeleiding,2.1,35.0,0.21,73.5,15.43
4065,1167,3,Uitvoering schilderwerk buiten,3.1,18.5,0.21,57.35,12.04
4066,1167,9,Gevelreiniging,15.7,8.0,0.21,125.6,26.38
4067,1168,26,Kitten en afdichtmiddel (stuk),2.6,9.0,0.21,23.4,4.91
4068,1168,11,Grondverf aanbrengen,12.0,6.5,0.21,78.0,16.38
4069,1168,3,Uitvoering schilderwerk buiten,1.4,18.5,0.21,25.9,5.44
4070,1169,2,Projectbegeleiding,6.5,85.0,0.21,552.5,116.02
4071,1169,2,Projectbegeleiding,19.1,85.0,0.21,1623.5,340.94
4072,1169,14,Snoeien en onderhoud,18.3,60.0,0.21,1098.0,230.58
4073,1170,21,Materiaal grondverf (liter),15.9,6.0,0.21,95.4,20.03
4074,1171,2,Projectbegeleiding,19.2,85.0,0.21,1632.0,342.72
4075,1171,5,Behangen,2.2,22.0,0.21,48.4,10.16
4076,1171,17,Autodetailing,6.5,120.0,0.21,780.0,163.8
4077,1172,20,Materiaal verf (liter),17.8,8.5,0.21,151.3,31.77
4078,1172,3,Uitvoering schilderwerk buiten,1.7,18.5,0.21,31.45,6.6
