factuur_id,factuurnummer,klant_id,project_id,datum,vervaldatum,bedrag_excl_btw,bedrag_btw,bedrag_incl_btw,status,is_creditfactuur
1261,F2023-01261,66,12,2023-10-18,2023-11-01,264.0,55.44,319.44,Betaald,0
1262,F2023-01262,3,,2023-10-17,2023-10-31,1033.4,217.01,1250.41,Betaald,0
1263,F2026-01263,13,148,2026-02-04,2026-03-21,-3613.4,-758.8,-4372.2,Gecrediteerd,1
1264,F2026-01264,14,25,2026-01-15,2026-03-16,1845.9,387.64,2233.54,Betaald,0
1265,F2023-01265,73,99,2023-05-02,2023-07-01,1379.9,289.77,1669.67,Betaald,0
1266,F2024-01266,46,77,2024-08-10,2024-09-09,943.2,198.07,1141.27,Betaald,0
1267,F2025-01267,58,21,2025-08-30,2025-10-29,1183.6,248.55,1432.15,Betaald,0
1268,F2023-01268,80,,2023-10-26,2023-12-25,2139.7,449.33,2589.03,Achterstallig,0
1269,F2025-01269,66,21,2025-12-14,2025-12-28,2544.0,534.24,3078.24,Betaald,0
1270,F2026-01270,64,14,2026-01-07,2026-02-06,1246.7,261.81,1508.51,Betaald,0
1271,F2024-01271,41,82,2024-01-10,2024-02-24,1000.0,210.0,1210.0,Achterstallig,0
1272,F2023-01272,59,72,2023-07-29,2023-08-28,179.4,37.68,217.08,Achterstallig,0
1273,F2025-01273,55,,2025-01-16,2025-01-30,379.95,79.79,459.74,Betaald,0
1274,F2023-01274,11,131,2023-03-04,2023-04-18,1508.0,316.68,1824.68,Betaald,0
1275,F2025-01275,9,116,2025-08-02,2025-09-01,1301.0,273.21,1574.21,Achterstallig,0
1276,F2024-01276,57,124,2024-03-12,2024-04-11,6902.1,1449.45,8351.55,Betaald,0
1277,F2023-01277,21,67,2023-11-23,2024-01-07,845.5,177.56,1023.06,Betaald,0
1278,F2026-01278,35,44,2026-04-30,2026-06-29,2297.4,482.46,2779.86,Betaald,0
1279,F2023-01279,44,63,2023-04-18,2023-06-02,55.8,11.72,67.52,Achterstallig,0
1280,F2025-01280,79,,2025-04-12,2025-05-27,2501.6,525.33,3026.93,Betaald,0
1281,F2025-01281,56,129,2025-05-04,2025-06-03,1078.0,226.38,1304.38,Betaald,0
1282,F2025-01282,8,129,2025-03-03,2025-03-17,943.7,198.17,1141.87,Betaald,0
1283,F2023-01283,14,25,2023-08-26,2023-10-25,1138.1,239.0,1377.1,Betaald,0
1284,F2023-01284,72,98,2023-12-15,2024-02-13,929.05,195.1,1124.15,Achterstallig,0
1285,F2023-01285,36,,2023-10-09,2023-12-08,138.75,29.14,167.89,Betaald,0
1286,F2023-01286,6,113,2023-05-13,2023-07-12,5858.8,1230.35,7089.15,Betaald,0
1287,F2024-01287,15,,2024-08-26,2024-09-09,487.5,102.38,589.88,Betaald,0
1288,F2023-01288,2,68,2023-04-01,2023-04-15,624.0,131.04,755.04,Achterstallig,0
1289,F2025-01289,77,13,2025-08-15,2025-08-29,434.95,91.33,526.28,Betaald,0
1290,F2025-01290,11,,2025-07-25,2025-09-08,1916.5,402.48,2318.98,Betaald,0
1291,F2025-01291,62,125,2025-09-14,2025-11-13,60.4,12.68,73.08,Betaald,0
1292,F2026-01292,39,3,2026-04-15,2026-06-14,2777.35,583.24,3360.59,Betaald,0
1293,F2026-01293,68,12,2026-03-26,2026-05-10,1094.1,229.75,1323.85,Openstaand,0
1294,F2026-01294,51,139,2026-04-25,2026-05-09,81.4,17.09,98.49,Openstaand,0
1295,F2025-01295,44,56,2025-04-09,2025-05-24,3290.4,690.98,3981.38,Betaald,0
1296,F2023-01296,22,62,2023-04-07,2023-05-07,4552.95,956.11,5509.06,Betaald,0
1297,F2023-01297,49,147,2023-06-07,2023-07-22,5804.25,1218.89,7023.14,Betaald,0
1298,F2024-01298,47,125,2024-05-13,2024-06-27,1088.0,228.48,1316.48,Betaald,0
1299,F2026-01299,6,,2026-01-30,2026-03-31,715.7,150.3,866.0,Achterstallig,0
1300,F2025-01300,72,,2025-10-16,2025-12-15,3465.2,727.69,4192.89,Betaald,0
1301,F2026-01301,31,2,2026-02-28,2026-04-29,1566.2,328.9,1895.1,Betaald,0
1302,F2023-01302,64,63,2023-03-20,2023-04-19,2747.0,576.87,3323.87,Achterstallig,0
1303,F2024-01303,71,33,2024-05-11,2024-07-10,818.1,171.8,989.9,Betaald,0
1304,F2023-01304,7,84,2023-08-31,2023-10-15,3516.55,738.48,4255.03,Betaald,0
1305,F2025-01305,21,1,2025-11-11,2025-12-26,1425.5,299.35,1724.85,Betaald,0
1306,F2024-01306,15,21,2024-01-22,2024-02-05,83.7,17.58,101.28,Betaald,0
1307,F2023-01307,47,,2023-09-08,2023-10-23,3096.65,650.29,3746.94,Betaald,0
1308,F2023-01308,34,96,2023-03-27,2023-05-11,59.15,12.42,71.57,Betaald,0
1309,F2025-01309,20,98,2025-08-26,2025-10-25,4222.5,886.72,5109.22,Betaald,0
1310,F2023-01310,27,106,2023-04-10,2023-04-24,1046.5,219.76,1266.26,Betaald,0
1311,F2024-01311,62,23,2024-02-25,2024-04-25,236.9,49.74,286.64,Betaald,0
1312,F2024-01312,75,54,2024-08-11,2024-08-25,1130.0,237.29,1367.29,Betaald,0
1313,F2026-01313,54,140,2026-02-04,2026-02-18,494.15,103.76,597.91,Betaald,0
1314,F2024-01314,53,12,2024-04-12,2024-05-27,443.3,93.09,536.39,Betaald,0
1315,F2024-01315,68,2,2024-05-05,2024-06-19,46.25,9.72,55.97,Betaald,0
1316,F2023-01316,1,140,2023-02-19,2023-04-05,2233.4,469.01,2702.41,Betaald,0
1317,F2025-01317,41,110,2025-09-03,2025-10-18,856.5,179.86,1036.36,Achterstallig,0
1318,F2025-01318,25,135,2025-12-21,2026-02-04,669.0,140.49,809.49,Betaald,0
1319,F2026-01319,75,13,2026-01-15,2026-01-29,5931.8,1245.68,7177.48,Betaald,0
1320,F2025-01320,52,,2025-07-31,2025-08-14,1923.45,403.92,2327.37,Betaald,0
1321,F2023-01321,2,,2023-01-29,2023-02-12,3800.2,798.05,4598.25,Betaald,0
1322,F2026-01322,22,129,2026-01-19,2026-02-18,684.0,143.64,827.64,Betaald,0
1323,F2023-01323,18,117,2023-11-18,2024-01-02,2298.0,482.57,2780.57,Achterstallig,0
1324,F2024-01324,45,117,2024-06-13,2024-07-28,1909.5,400.99,2310.49,Betaald,0
1325,F2023-01325,59,56,2023-10-05,2023-11-04,238.8,50.15,288.95,Betaald,0
1326,F2024-01326,54,,2024-09-01,2024-09-15,5112.0,1073.52,6185.52,Betaald,0
1327,F2024-01327,23,,2024-11-15,2024-11-29,2029.35,426.16,2455.51,Betaald,0
1328,F2026-01328,63,113,2026-01-11,2026-01-25,402.0,84.42,486.42,Achterstallig,0
1329,F2024-01329,62,124,2024-11-23,2025-01-22,2447.2,513.92,2961.12,Betaald,0
1330,F2025-01330,79,136,2025-09-05,2025-10-20,227.3,47.73,275.03,Betaald,0
1331,F2025-01331,43,99,2025-06-24,2025-07-08,357.2,75.02,432.22,Betaald,0
1332,F2024-01332,17,77,2024-10-09,2024-10-23,139.4,29.27,168.67,Betaald,0
1333,F2023-01333,74,108,2023-04-23,2023-05-07,1055.3,221.62,1276.92,Betaald,0
1334,F2026-01334,30,56,2026-02-14,2026-03-31,1298.1,272.61,1570.71,Betaald,0
1335,F2023-01335,50,65,2023-10-10,2023-11-09,1451.85,304.89,1756.74,Betaald,0
1336,F2026-01336,35,,2026-02-09,2026-04-10,802.4,168.5,970.9,Achterstallig,0
1337,F2023-01337,75,94,2023-11-26,2023-12-10,51.6,10.84,62.44,Betaald,0
1338,F2025-01338,55,,2025-04-24,2025-05-08,2893.8,607.69,3501.49,Betaald,0
1339,F2024-01339,42,64,2024-09-24,2024-10-08,238.0,49.98,287.98,Achterstallig,0
1340,F2025-01340,35,126,2025-03-30,2025-05-29,1188.8,249.65,1438.45,Betaald,0
1341,F2024-01341,59,,2024-02-09,2024-03-10,635.0,133.35,768.35,Betaald,0
1342,F2023-01342,14,137,2023-04-04,2023-06-03,452.55,95.03,547.58,Betaald,0
1343,F2023-01343,35,108,2023-12-27,2024-02-25,1437.2,301.8,1739.0,Betaald,0
1344,F2024-01344,8,126,2024-10-17,2024-10-31,4700.85,987.17,5688.02,Achterstallig,0
1345,F2026-01345,71,144,2026-01-05,2026-03-06,756.8,158.92,915.72,Achterstallig,0
1346,F2025-01346,21,,2025-12-20,2026-02-03,230.8,48.47,279.27,Betaald,0
1347,F2024-01347,3,,2024-05-19,2024-06-02,1665.9,349.84,2015.74,Betaald,0
1348,F2025-01348,55,14,2025-10-18,2025-11-01,3424.1,719.07,4143.17,Betaald,0
1349,F2023-01349,62,,2023-11-04,2024-01-03,1510.8,317.27,1828.07,Betaald,0
1350,F2025-01350,74,45,2025-06-24,2025-07-08,2194.6,460.86,2655.46,Betaald,0
1351,F2023-01351,61,,2023-04-14,2023-05-29,148.1,31.1,179.2,Betaald,0
1352,F2026-01352,74,,2026-03-09,2026-03-23,1827.5,383.77,2211.27,Achterstallig,0
1353,F2024-01353,37,120,2024-02-23,2024-04-23,2063.75,433.4,2497.15,Achterstallig,0
1354,F2024-01354,70,121,2024-07-05,2024-09-03,322.4,67.7,390.1,Betaald,0
1355,F2024-01355,10,25,2024-01-09,2024-02-23,2767.2,581.11,3348.31,Betaald,0
1356,F2025-01356,4,103,2025-01-29,2025-02-12,1219.5,256.09,1475.59,Betaald,0
1357,F2025-01357,17,127,2025-05-25,2025-06-08,867.25,182.13,1049.38,Betaald,0
1358,F2024-01358,64,,2024-11-04,2024-12-04,1117.7,234.72,1352.42,Betaald,0
1359,F2024-01359,67,140,2024-09-07,2024-10-22,2744.95,576.43,3321.38,Betaald,0
1360,F2026-01360,41,73,2026-03-28,2026-05-12,5561.5,1167.91,6729.41,Openstaand,0
1361,F2024-01361,25,147,2024-02-24,2024-04-09,1287.85,270.45,1558.3,Betaald,0
1362,F2025-01362,9,,2025-05-16,2025-06-15,2208.4,463.76,2672.16,Betaald,0
1363,F2026-01363,79,,2026-02-27,2026-04-13,5297.1,1112.39,6409.49,Betaald,0
1364,F2024-01364,54,85,2024-01-31,2024-02-14,4675.0,981.75,5656.75,Betaald,0
1365,F2026-01365,60,128,2026-03-24,2026-05-23,1522.0,319.61,1841.61,Openstaand,0
1366,F2025-01366,79,90,2025-09-01,2025-10-16,114.9,24.13,139.03,Betaald,0
1367,F2025-01367,42,80,2025-07-02,2025-07-16,2206.85,463.45,2670.3,Betaald,0
1368,F2024-01368,23,2,2024-06-22,2024-07-06,1560.2,327.64,1887.84,Achterstallig,0
1369,F2025-01369,53,16,2025-12-17,2026-01-31,423.25,88.88,512.13,Betaald,0
1370,F2025-01370,12,5,2025-12-24,2026-01-07,1756.65,368.89,2125.54,Achterstallig,0
1371,F2025-01371,53,3,2025-04-04,2025-05-19,18.25,3.83,22.08,Betaald,0
1372,F2023-01372,1,96,2023-06-16,2023-07-31,-1342.6,-281.95,-1624.55,Gecrediteerd,1
1373,F2025-01373,51,,2025-01-12,2025-01-26,1998.5,419.68,2418.18,Betaald,0
1374,F2023-01374,32,110,2023-04-22,2023-06-21,3470.4,728.79,4199.19,Betaald,0
1375,F2024-01375,2,,2024-10-21,2024-11-04,2408.0,505.67,2913.67,Betaald,0
1376,F2024-01376,75,97,2024-02-19,2024-03-04,787.5,165.38,952.88,Betaald,0
1377,F2023-01377,51,111,2023-09-07,2023-09-21,2286.3,480.12,2766.42,Betaald,0
1378,F2025-01378,78,148,2025-06-01,2025-07-31,2676.5,562.06,3238.56,Betaald,0
1379,F2023-01379,54,131,2023-05-22,2023-06-05,1160.7,243.75,1404.45,Betaald,0
1380,F2026-01380,73,66,2026-01-09,2026-03-10,1470.5,308.8,1779.3,Betaald,0
1381,F2025-01381,23,,2025-07-04,2025-07-18,2943.0,618.03,3561.03,Achterstallig,0
1382,F2023-01382,57,86,2023-05-13,2023-06-12,4352.1,913.94,5266.04,Betaald,0
1383,F2025-01383,49,17,2025-07-02,2025-08-16,1247.6,262.0,1509.6,Betaald,0
1384,F2025-01384,31,,2025-07-09,2025-09-07,409.5,85.99,495.49,Betaald,0
1385,F2026-01385,48,138,2026-03-13,2026-04-12,46.8,9.83,56.63,Achterstallig,0
1386,F2023-01386,79,20,2023-05-09,2023-06-23,2593.0,544.54,3137.54,Betaald,0
1387,F2024-01387,9,,2024-11-03,2024-12-03,4138.4,869.07,5007.47,Betaald,0
1388,F2023-01388,77,110,2023-04-22,2023-05-06,-7305.0,-1534.04,-8839.04,Gecrediteerd,1
1389,F2023-01389,50,,2023-07-16,2023-08-15,3799.75,797.95,4597.7,Betaald,0
1390,F2024-01390,20,123,2024-07-27,2024-09-25,707.8,148.64,856.44,Betaald,0
1391,F2025-01391,9,89,2025-11-30,2025-12-30,1454.3,305.4,1759.7,Betaald,0
1392,F2026-01392,35,130,2026-04-22,2026-06-21,925.9,194.43,1120.33,Openstaand,0
1393,F2023-01393,2,,2023-10-07,2023-10-21,593.65,124.67,718.32,Achterstallig,0
1394,F2025-01394,57,137,2025-09-22,2025-10-22,1007.2,211.51,1218.71,Betaald,0
1395,F2024-01395,34,47,2024-02-11,2024-03-27,599.5,125.89,725.39,Betaald,0
1396,F2025-01396,44,26,2025-09-04,2025-10-19,3099.0,650.78,3749.78,Betaald,0
1397,F2024-01397,65,119,2024-03-17,2024-03-31,1168.3,245.35,1413.65,Betaald,0
1398,F2024-01398,13,,2024-02-23,2024-04-08,1763.6,370.35,2133.95,Achterstallig,0
1399,F2023-01399,48,84,2023-02-08,2023-03-10,-2231.25,-468.56,-2699.81,Gecrediteerd,1
1400,F2023-01400,38,41,2023-03-27,2023-04-10,1035.0,217.35,1252.35,Betaald,0
1401,F2025-01401,47,98,2025-11-03,2025-12-18,252.0,52.92,304.92,Betaald,0
1402,F2023-01402,54,,2023-10-22,2023-11-05,1656.45,347.85,2004.3,Achterstallig,0
1403,F2024-01403,28,,2024-09-07,2024-10-22,858.8,180.35,1039.15,Betaald,0
1404,F2025-01404,28,,2025-09-25,2025-11-09,6579.0,1381.59,7960.59,Achterstallig,0
1405,F2023-01405,71,58,2023-06-04,2023-08-03,3865.1,811.66,4676.76,Betaald,0
1406,F2023-01406,15,,2023-11-21,2023-12-05,812.0,170.51,982.51,Betaald,0
1407,F2024-01407,33,145,2024-07-04,2024-08-03,1244.35,261.32,1505.67,Betaald,0
1408,F2024-01408,78,99,2024-06-22,2024-08-21,4762.95,1000.21,5763.16,Betaald,0
1409,F2025-01409,65,,2025-02-03,2025-02-17,29.4,6.17,35.57,Betaald,0
1410,F2025-01410,47,107,2025-02-10,2025-03-27,227.85,47.85,275.7,Betaald,0
1411,F2024-01411,28,150,2024-10-15,2024-11-29,2270.7,476.84,2747.54,Betaald,0
1412,F2024-01412,13,53,2024-08-01,2024-09-15,1154.3,242.4,1396.7,Betaald,0
1413,F2023-01413,18,127,2023-08-20,2023-10-04,4823.6,1012.95,5836.55,Betaald,0
1414,F2024-01414,39,62,2024-04-22,2024-06-21,170.8,35.87,206.67,Betaald,0
1415,F2025-01415,49,31,2025-11-15,2025-12-30,3087.4,648.35,3735.75,Betaald,0
1416,F2023-01416,16,113,2023-11-23,2024-01-07,594.0,124.73,718.73,Betaald,0
1417,F2023-01417,58,36,2023-02-04,2023-04-05,2194.4,460.82,2655.22,Betaald,0
1418,F2024-01418,4,117,2024-06-19,2024-07-03,2751.5,577.81,3329.31,Betaald,0
1419,F2023-01419,29,18,2023-07-18,2023-08-17,3109.8,653.06,3762.86,Betaald,0
1420,F2024-01420,10,,2024-03-16,2024-04-30,1741.4,365.69,2107.09,Achterstallig,0
1421,F2024-01421,12,,2024-09-30,2024-10-14,-2054.9,-431.52,-2486.42,Gecrediteerd,1
1422,F2025-01422,5,,2025-08-11,2025-08-25,1199.8,251.96,1451.76,Betaald,0
1423,F2025-01423,1,,2025-06-07,2025-07-22,1554.4,326.42,1880.82,Betaald,0
1424,F2025-01424,35,10,2025-02-12,2025-04-13,144.9,30.43,175.33,Betaald,0
1425,F2025-01425,51,,2025-06-26,2025-07-10,3389.05,711.7,4100.75,Betaald,0
1426,F2024-01426,44,99,2024-05-04,2024-06-18,689.7,144.83,834.53,Betaald,0
1427,F2024-01427,76,3,2024-10-17,2024-12-01,103.5,21.73,125.23,Betaald,0
1428,F2025-01428,63,111,2025-01-08,2025-01-22,3027.4,635.74,3663.14,Betaald,0
1429,F2024-01429,66,42,2024-08-17,2024-08-31,147.0,30.87,177.87,Betaald,0
1430,F2024-01430,18,90,2024-03-13,2024-04-27,92.65,19.46,112.11,Achterstallig,0
1431,F2025-01431,1,,2025-04-11,2025-05-26,1836.0,385.56,2221.56,Betaald,0
1432,F2026-01432,16,119,2026-03-30,2026-05-14,917.9,192.76,1110.66,Betaald,0
1433,F2024-01433,37,89,2024-02-06,2024-04-06,4922.5,1033.72,5956.22,Betaald,0
1434,F2026-01434,33,8,2026-02-12,2026-03-14,1067.95,224.26,1292.21,Betaald,0
1435,F2024-01435,33,121,2024-08-19,2024-09-18,218.4,45.86,264.26,Achterstallig,0
1436,F2024-01436,38,,2024-11-21,2024-12-05,2505.5,526.15,3031.65,Betaald,0
1437,F2024-01437,75,81,2024-12-17,2024-12-31,464.8,97.61,562.41,Betaald,0
1438,F2026-01438,4,83,2026-03-04,2026-03-18,65.4,13.73,79.13,Betaald,0
1439,F2023-01439,57,2,2023-03-26,2023-04-25,1976.7,415.1,2391.8,Betaald,0
1440,F2024-01440,25,48,2024-06-05,2024-07-20,546.5,114.77,661.27,Achterstallig,0
1441,F2025-01441,63,100,2025-01-27,2025-02-10,1024.0,215.03,1239.03,Betaald,0
1442,F2025-01442,15,104,2025-07-01,2025-07-15,2560.8,537.76,3098.56,Betaald,0
1443,F2023-01443,14,,2023-10-07,2023-12-06,733.1,153.96,887.06,Betaald,0
1444,F2026-01444,7,20,2026-02-10,2026-03-27,8196.4,1721.23,9917.63,Betaald,0
1445,F2023-01445,56,86,2023-09-03,2023-10-03,-44.0,-9.24,-53.24,Gecrediteerd,1
1446,F2024-01446,20,64,2024-10-22,2024-12-21,28.25,5.93,34.18,Betaald,0
1447,F2023-01447,69,136,2023-09-08,2023-10-08,106.4,22.34,128.74,Betaald,0
1448,F2024-01448,6,,2024-11-24,2025-01-23,2564.25,538.49,3102.74,Betaald,0
1449,F2025-01449,56,37,2025-08-30,2025-09-29,3002.3,630.49,3632.79,Betaald,0
1450,F2024-01450,40,112,2024-12-14,2025-02-12,1852.8,389.08,2241.88,Betaald,0
1451,F2025-01451,48,119,2025-04-26,2025-05-26,1520.0,319.19,1839.19,Betaald,0
1452,F2023-01452,79,,2023-06-11,2023-07-26,873.4,183.41,1056.81,Betaald,0
1453,F2023-01453,25,60,2023-02-13,2023-03-30,1234.5,259.24,1493.74,Betaald,0
1454,F2024-01454,5,150,2024-12-26,2025-01-09,644.0,135.24,779.24,Achterstallig,0
1455,F2024-01455,35,62,2024-01-17,2024-03-17,2374.9,498.72,2873.62,Betaald,0
1456,F2023-01456,37,,2023-06-03,2023-08-02,1224.55,257.15,1481.7,Achterstallig,0
1457,F2025-01457,60,114,2025-02-20,2025-04-21,790.4,165.98,956.38,Betaald,0
1458,F2024-01458,16,90,2024-07-28,2024-09-11,6310.2,1325.14,7635.34,Betaald,0
1459,F2025-01459,23,5,2025-04-08,2025-04-22,612.5,128.62,741.12,Achterstallig,0
1460,F2024-01460,78,32,2024-07-03,2024-09-01,1653.5,347.23,2000.73,Betaald,0
1461,F2025-01461,67,,2025-12-20,2026-02-03,994.6,208.87,1203.47,Betaald,0
1462,F2026-01462,24,17,2026-02-12,2026-03-14,1819.1,382.01,2201.11,Betaald,0
1463,F2026-01463,34,22,2026-03-01,2026-04-15,512.1,107.55,619.65,Betaald,0
1464,F2024-01464,40,135,2024-11-26,2025-01-25,-2693.6,-565.67,-3259.27,Gecrediteerd,1
1465,F2026-01465,53,60,2026-02-10,2026-03-27,4957.6,1041.09,5998.69,Betaald,0
1466,F2025-01466,47,45,2025-10-28,2025-12-12,645.0,135.45,780.45,Betaald,0
1467,F2025-01467,32,,2025-10-28,2025-12-27,1654.25,347.4,2001.65,Betaald,0
1468,F2025-01468,68,8,2025-11-08,2025-12-23,623.5,130.93,754.43,Betaald,0
1469,F2024-01469,57,146,2024-03-29,2024-04-28,441.0,92.61,533.61,Betaald,0
1470,F2023-01470,67,64,2023-07-17,2023-08-31,3056.25,641.81,3698.06,Betaald,0
1471,F2025-01471,66,88,2025-04-28,2025-05-12,2979.6,625.71,3605.31,Betaald,0
1472,F2026-01472,9,22,2026-03-25,2026-04-24,6031.6,1266.64,7298.24,Betaald,0
1473,F2023-01473,21,108,2023-03-18,2023-05-02,264.0,55.44,319.44,Betaald,0
1474,F2026-01474,70,57,2026-02-13,2026-04-14,176.4,37.04,213.44,Betaald,0
1475,F2023-01475,43,146,2023-05-16,2023-05-30,1950.25,409.56,2359.81,Achterstallig,0
1476,F2024-01476,52,96,2024-05-14,2024-05-28,2562.4,538.1,3100.5,Betaald,0
1477,F2023-01477,73,87,2023-10-10,2023-12-09,1334.5,280.24,1614.74,Betaald,0
1478,F2025-01478,25,69,2025-02-11,2025-03-28,2409.0,505.89,2914.89,Betaald,0
1479,F2024-01479,23,140,2024-11-12,2024-11-26,0.0,0.0,0.0,Achterstallig,0
1480,F2024-01480,1,42,2024-04-24,2024-06-08,3520.5,739.3,4259.8,Betaald,0
1481,F2023-01481,71,82,2023-01-20,2023-03-21,1045.0,219.45,1264.45,Betaald,0
1482,F2025-01482,76,127,2025-08-05,2025-09-19,1474.85,309.72,1784.57,Betaald,0
1483,F2023-01483,6,115,2023-05-16,2023-07-15,1432.8,300.88,1733.68,Betaald,0
1484,F2024-01484,1,,2024-11-29,2025-01-13,2086.45,438.16,2524.61,Betaald,0
1485,F2023-01485,52,98,2023-01-14,2023-01-28,1062.0,223.02,1285.02,Betaald,0
1486,F2023-01486,25,43,2023-06-12,2023-07-27,1196.0,251.16,1447.16,Betaald,0
1487,F2025-01487,30,,2025-03-03,2025-04-17,1287.1,270.28,1557.38,Betaald,0
1488,F2025-01488,24,135,2025-05-05,2025-06-04,-2530.7,-531.44,-3062.14,Gecrediteerd,1
1489,F2025-01489,15,143,2025-11-18,2025-12-02,37.2,7.81,45.01,Betaald,0
1490,F2024-01490,29,27,2024-09-18,2024-10-18,390.7,82.05,472.75,Betaald,0
1491,F2023-01491,8,54,2023-12-04,2023-12-18,113.05,23.74,136.79,Betaald,0
1492,F2023-01492,21,83,2023-06-23,2023-08-07,903.55,189.75,1093.3,Betaald,0
1493,F2025-01493,72,98,2025-09-20,2025-11-19,4896.1,1028.18,5924.28,Betaald,0
1494,F2025-01494,52,,2025-09-21,2025-10-05,1296.85,272.34,1569.19,Betaald,0
1495,F2024-01495,62,121,2024-03-22,2024-05-21,1414.7,297.08,1711.78,Betaald,0
1496,F2023-01496,34,72,2023-02-18,2023-04-04,2002.5,420.52,2423.02,Betaald,0
1497,F2024-01497,16,70,2024-04-27,2024-06-11,3495.4,734.03,4229.43,Betaald,0
1498,F2023-01498,39,150,2023-09-08,2023-11-07,37.0,7.77,44.77,Betaald,0
1499,F2024-01499,37,118,2024-08-19,2024-10-18,90.0,18.9,108.9,Betaald,0
1500,F2026-01500,62,86,2026-02-22,2026-04-23,962.1,202.04,1164.14,Betaald,0
1501,F2023-01501,32,2,2023-09-11,2023-11-10,946.5,198.76,1145.26,Betaald,0
1502,F2023-01502,67,96,2023-08-24,2023-10-08,2563.7,538.37,3102.07,Betaald,0
1503,F2025-01503,42,123,2025-03-17,2025-03-31,2239.1,470.21,2709.31,Betaald,0
1504,F2023-01504,53,58,2023-05-24,2023-07-08,2762.2,580.05,3342.25,Betaald,0
1505,F2024-01505,54,102,2024-09-12,2024-09-26,-2314.3,-486.0,-2800.3,Gecrediteerd,1
1506,F2025-01506,29,,2025-03-18,2025-04-17,1366.0,286.85,1652.85,Betaald,0
1507,F2025-01507,60,,2025-02-17,2025-04-18,6746.7,1416.81,8163.51,Betaald,0
1508,F2024-01508,3,7,2024-12-28,2025-01-11,1882.2,395.26,2277.46,Betaald,0
1509,F2024-01509,22,,2024-03-23,2024-04-22,6938.6,1457.11,8395.71,Achterstallig,0
1510,F2024-01510,59,38,2024-10-31,2024-11-30,1603.2,336.67,1939.87,Betaald,0
1511,F2024-01511,31,80,2024-04-08,2024-06-07,313.2,65.77,378.97,Betaald,0
1512,F2025-01512,11,45,2025-04-28,2025-06-12,3191.0,670.11,3861.11,Betaald,0
1513,F2024-01513,32,36,2024-01-05,2024-03-05,584.8,122.81,707.61,Achterstallig,0
1514,F2024-01514,47,16,2024-07-30,2024-09-13,335.6,70.48,406.08,Betaald,0
1515,F2024-01515,34,132,2024-09-11,2024-10-26,3116.05,654.37,3770.42,Betaald,0
1516,F2024-01516,24,,2024-12-03,2025-01-02,1833.1,384.95,2218.05,Betaald,0
1517,F2025-01517,32,86,2025-11-03,2026-01-02,825.0,173.25,998.25,Betaald,0
1518,F2023-01518,35,5,2023-06-30,2023-08-29,5239.4,1100.28,6339.68,Betaald,0
1519,F2024-01519,54,6,2024-12-20,2025-01-03,1562.4,328.09,1890.49,Betaald,0
1520,F2025-01520,41,65,2025-12-31,2026-02-14,4578.6,961.51,5540.11,Betaald,0
1521,F2024-01521,22,13,2024-03-07,2024-04-06,2234.0,469.14,2703.14,Betaald,0
1522,F2023-01522,24,85,2023-11-22,2023-12-22,5168.25,1085.33,6253.58,Betaald,0
1523,F2024-01523,70,,2024-03-25,2024-05-24,1266.0,265.86,1531.86,Betaald,0
1524,F2025-01524,57,,2025-12-22,2026-01-21,6245.5,1311.56,7557.06,Betaald,0
1525,F2026-01525,72,134,2026-02-25,2026-04-26,2681.6,563.14,3244.74,Openstaand,0
1526,F2025-01526,44,97,2025-05-09,2025-06-23,4335.0,910.33,5245.33,Betaald,0
1527,F2023-01527,5,33,2023-09-28,2023-10-12,68.8,14.45,83.25,Betaald,0
1528,F2024-01528,37,67,2024-03-02,2024-05-01,617.4,129.66,747.06,Betaald,0
1529,F2023-01529,31,139,2023-07-27,2023-09-25,2521.35,529.47,3050.82,Betaald,0
1530,F2023-01530,33,101,2023-09-14,2023-10-14,1516.5,318.46,1834.96,Betaald,0
1531,F2023-01531,47,140,2023-10-04,2023-11-18,4767.4,1001.15,5768.55,Betaald,0
1532,F2025-01532,10,,2025-03-02,2025-04-16,787.5,165.37,952.87,Achterstallig,0
1533,F2025-01533,8,,2025-10-05,2025-10-19,4677.3,982.24,5659.54,Betaald,0
1534,F2025-01534,51,77,2025-10-02,2025-10-16,2137.0,448.76,2585.76,Betaald,0
1535,F2025-01535,63,,2025-07-17,2025-07-31,221.15,46.44,267.59,Betaald,0
1536,F2025-01536,4,137,2025-10-28,2025-11-11,3104.1,651.86,3755.96,Betaald,0
1537,F2025-01537,59,58,2025-01-16,2025-02-15,1327.0,278.68,1605.68,Betaald,0
1538,F2026-01538,80,124,2026-04-10,2026-06-09,2898.1,608.6,3506.7,Openstaand,0
1539,F2024-01539,34,140,2024-03-10,2024-04-24,-1808.0,-379.68,-2187.68,Gecrediteerd,1
1540,F2023-01540,4,,2023-11-12,2023-11-26,537.6,112.9,650.5,Betaald,0
1541,F2024-01541,55,27,2024-03-07,2024-03-21,6206.5,1303.36,7509.86,Betaald,0
1542,F2025-01542,23,8,2025-03-06,2025-03-20,1539.3,323.25,1862.55,Betaald,0
1543,F2023-01543,55,,2023-06-11,2023-06-25,1913.65,401.86,2315.51,Betaald,0
1544,F2025-01544,18,28,2025-06-30,2025-08-14,721.5,151.51,873.01,Betaald,0
1545,F2024-01545,55,86,2024-04-22,2024-05-06,1252.5,263.02,1515.52,Betaald,0
